landslide_id,label,block_id,split,longitude,latitude,elev_mean,slope_mean
LS_00382,1,44_75,test,80.51899562162512,6.828834533691406,1408.56787109375,22.55242919921875
LS_00383,1,47_82,train,80.78709506988525,7.496311187744141,375.5402221679688,23.57718849182129
LS_00384,1,47_82,train,80.778323514895,7.490402221679687,483.2891845703125,22.34237098693848
LS_00387,1,46_82,train,80.70615339279175,7.487209320068359,766.8452758789062,19.792896270751957
LS_00388,1,47_83,train,80.73374334971109,7.582000732421875,524.39990234375,17.012096405029297
LS_00389,1,47_83,train,80.74659543255575,7.566495895385742,523.2247314453125,15.850578308105469
LS_00391,1,47_83,train,80.73427402973175,7.562740325927734,746.8970947265625,36.95700454711914
LS_00392,1,46_83,train,80.720205783844,7.558691024780273,784.3139038085938,23.49800109863281
LS_00394,1,44_85,val,80.5287234817726,7.698383331298828,333.4674072265625,22.22257232666016
LS_00395,1,44_85,val,80.52746987342834,7.691951751708984,242.33224487304688,15.757774353027344
LS_00398,1,44_85,val,80.53521728515625,7.70665168762207,407.6856384277344,19.872392654418945
LS_00399,1,44_85,val,80.522237385111,7.702453226025369,337.67486572265625,22.983657836914062
LS_00406,1,44_85,val,80.51782274246216,7.692764282226562,257.861572265625,16.91278648376465
LS_00408,1,44_85,val,80.51663139106137,7.723439294006633,236.5870056152344,18.41975212097168
LS_00410,1,47_83,train,80.78383135795593,7.517913818359375,544.364990234375,28.22304344177246
LS_00411,1,47_83,train,80.77731394767761,7.525936126708984,892.6171875,33.297733306884766
LS_00412,1,47_83,train,80.77090573310852,7.534248352050781,567.99658203125,19.93236541748047
LS_00413,1,47_83,train,80.73470843279803,7.550577163696289,1080.880126953125,38.50089263916016
LS_00414,1,47_83,train,80.76038551330566,7.561759948730469,628.6906127929688,23.325340270996094
LS_00415,1,47_83,train,80.76023533765007,7.546304702758789,799.3092651367188,17.109027862548828
LS_00418,1,47_83,train,80.75083995395237,7.551637649536133,831.76171875,19.23257064819336
LS_00422,1,45_84,train,80.55881834030151,7.606395721435547,371.1414794921875,20.407207489013672
LS_00423,1,45_83,train,80.56533039317412,7.598711013793945,570.842041015625,31.09079360961914
LS_00424,1,43_79,train,80.42015886306763,7.160312652587891,439.0797119140625,20.10906219482422
LS_00425,1,43_79,train,80.4126812616984,7.158815383911133,293.15252685546875,15.52650547027588
LS_00426,1,43_79,train,80.41714143753052,7.17840576171875,461.4967956542969,21.829647064208984
LS_00427,1,43_79,train,80.4091240564982,7.181352615356445,493.347412109375,19.839021682739254
LS_00428,1,43_79,train,80.43612957000732,7.182634353637695,390.036376953125,22.20484161376953
LS_00429,1,44_78,train,80.50764274597168,7.078098297119141,1072.9459228515625,21.02720642089844
LS_00430,1,44_78,train,80.50019580451819,7.098190352339829,740.731689453125,17.123836517333984
LS_00431,1,44_78,train,80.46913814544678,7.112323760986329,893.7398681640625,20.85524559020996
LS_00432,1,44_78,train,80.46488035212056,7.119646191745137,772.5384521484375,24.978839874267575
LS_00435,1,44_78,train,80.45715522766113,7.121408462524414,791.0087890625,23.507200241088867
LS_00437,1,44_78,train,80.46358442306519,7.135490417480469,346.37030029296875,22.527677536010746
LS_00438,1,44_78,train,80.45675033993192,7.132932662963867,500.69342041015625,31.022157669067383
LS_00442,1,43_78,val,80.43839059557234,7.14216423034668,849.655029296875,26.937576293945312
LS_00444,1,43_78,val,80.44451625530536,7.140819549560548,535.0630493164062,26.27216339111328
LS_00445,1,45_82,train,80.60800814628601,7.462882995605469,509.78118896484375,22.49112701416016
LS_00446,1,45_82,train,80.5976402759552,7.469381332397461,588.7491455078125,24.812335968017575
LS_00448,1,45_82,train,80.58819484710693,7.429960250854492,737.4586181640625,19.96612548828125
LS_00449,1,45_82,train,80.59042644500732,7.449811935424805,477.6561279296875,19.26697540283203
LS_00450,1,45_82,train,80.54981117248535,7.483945846557617,355.29376220703125,23.41931533813477
LS_00453,1,45_82,train,80.58150027348445,7.504936218261719,538.1060791015625,18.493423461914062
LS_00454,1,44_82,val,80.5020604133606,7.501981735229491,377.0823364257813,25.21371459960937
LS_00455,1,44_82,val,80.49555673245587,7.494291305541992,599.1077880859375,29.73010635375977
LS_00456,1,44_82,val,80.48192291259765,7.496492385864258,458.2488098144531,22.453651428222656
LS_00457,1,44_82,val,80.49215126037598,7.487865447998047,588.3509521484375,20.21133041381836
LS_00458,1,44_82,val,80.48411451198731,7.484566029326954,355.36541748046875,20.866819381713867
LS_00459,1,44_82,val,80.49026536941528,7.47978401184082,592.07763671875,23.306171417236328
LS_00460,1,44_82,val,80.48187611897787,7.474332809448242,311.4884338378906,24.498371124267575
LS_00461,1,44_82,val,80.48822911580405,7.47068977355957,536.4472045898438,27.76757049560547
LS_00462,1,44_82,val,80.49826453256114,7.483051256576662,566.6668701171875,21.88132095336914
LS_00463,1,44_82,val,80.50466012954712,7.479448318481445,326.9189758300781,23.888568878173828
LS_00464,1,44_82,val,80.49598817825317,7.474393844604492,555.6071166992188,25.43419075012207
LS_00466,1,44_82,val,80.50303014119467,7.463291168212891,275.5373229980469,19.26302719116211
LS_00467,1,44_82,val,80.52005990346274,7.434429168701172,250.79049682617188,15.41094207763672
LS_00468,1,44_82,val,80.52569453301004,7.423229631553039,308.6966552734375,18.64666748046875
LS_00469,1,44_81,train,80.52196453735891,7.410823822021484,449.4234924316406,27.710426330566406
LS_00470,1,44_82,val,80.53060119628907,7.419328689575195,341.6739807128906,21.872520446777344
LS_00471,1,45_82,train,80.56470600763956,7.451332092285156,612.07080078125,19.66290283203125
LS_00472,1,45_82,train,80.55422306060791,7.453863143920898,607.26318359375,17.068098068237305
LS_00473,1,45_82,train,80.57905750274658,7.421758651733398,626.5863037109375,15.994621276855469
LS_00475,1,45_82,train,80.56129096536075,7.434946060180664,681.1749877929688,17.13882827758789
LS_00476,1,45_82,train,80.5552303314209,7.438432693481445,654.9610595703125,22.35116958618164
LS_00478,1,44_82,val,80.54602209726968,7.440439224243164,507.514404296875,26.459487915039062
LS_00481,1,45_82,train,80.54976643456354,7.448110580444336,759.7149658203125,18.045259475708008
LS_00483,1,44_82,val,80.54121718571103,7.449026107788085,524.7644653320312,24.62744140625
LS_00487,1,44_82,val,80.54228115081787,7.460329055786133,412.7208251953125,25.24033737182617
LS_00489,1,44_82,val,80.53840696161444,7.46583366394043,327.0315856933594,22.58216667175293
LS_00490,1,44_82,val,80.53001689910889,7.46977424621582,239.44610595703125,14.967378616333008
LS_00491,1,45_82,train,80.55608574549356,7.465656280517578,418.60443115234375,23.174259185791016
LS_00492,1,43_78,val,80.4260425567627,7.145772933959961,784.440673828125,24.5069580078125
LS_00493,1,43_78,val,80.42188102006912,7.140827178955078,657.191650390625,26.956899642944336
LS_00498,1,43_78,val,80.42878341674805,7.137628555297852,733.257080078125,22.42974853515625
LS_00501,1,43_78,val,80.4135851201998,7.113090726227487,827.5057373046875,20.89978408813477
LS_00503,1,43_78,val,80.42542376885046,7.111034393310547,955.4776000976562,20.91549301147461
LS_00506,1,43_78,val,80.4378801981608,7.131376266479492,703.0411376953125,23.353918075561523
LS_00507,1,43_78,val,80.4450671672821,7.134368896484375,504.4547729492188,23.54696273803711
LS_00508,1,43_78,val,80.45237796956843,7.126243591308594,799.5730590820312,23.694416046142575
LS_00511,1,43_78,val,80.39810562133789,7.073503494262695,475.96099853515625,27.86954498291016
LS_00512,1,43_78,val,80.38669012465598,7.059900938810831,688.8204345703125,31.48319625854492
LS_00514,1,43_78,val,80.39446425437927,7.062171936035156,583.663818359375,26.657106399536133
LS_00515,1,43_78,val,80.40339810507638,7.066415786743164,572.2743530273438,24.60676383972168
LS_00516,1,43_78,val,80.4090830485026,7.064132690429688,716.2400512695312,23.439434051513672
LS_00520,1,43_78,val,80.41873127680559,7.071090698242188,594.9036254882812,23.219114303588867
LS_00521,1,43_78,val,80.41299314744819,7.094780177424172,570.5211181640625,23.614845275878903
LS_00522,1,43_78,val,80.4076279534234,7.082780838012695,773.6094360351562,22.74993133544922
LS_00524,1,43_78,val,80.40022792816163,7.088373184204102,535.0584106445312,21.18002319335937
LS_00525,1,43_78,val,80.43972385138795,7.077718734741211,666.4212036132812,30.00316619873047
LS_00526,1,44_78,train,80.45799228123256,7.102626800537109,1060.109619140625,25.530780792236328
LS_00527,1,44_78,train,80.46600303649902,7.082357406616211,910.01513671875,18.59416961669922
LS_00528,1,43_77,train,80.42681485956365,7.045862197875977,815.9918212890625,32.874019622802734
LS_00530,1,43_77,train,80.42414919535318,7.037765502929688,733.585693359375,25.78038024902344
LS_00532,1,43_77,train,80.41841556912377,7.0351409912109375,675.4691772460938,36.116737365722656
LS_00533,1,43_77,train,80.38370381868802,7.021490097045898,382.0445251464844,19.456378936767575
LS_00534,1,42_78,train,80.35498305729458,7.110134124755859,274.876220703125,21.471895217895508
LS_00535,1,42_78,train,80.31842752603384,7.113092422485352,237.41763305664065,17.11202621459961
LS_00536,1,44_78,train,80.4946448802948,7.124645233154297,762.8522338867188,26.01991081237793
LS_00538,1,44_78,train,80.51465155861595,7.113746643066406,724.6605834960938,19.651500701904297
LS_00539,1,44_78,train,80.53235816955566,7.1112213134765625,733.2501831054688,16.754684448242188
LS_00541,1,44_78,train,80.54652995447958,7.14044189453125,750.0737915039062,20.629291534423828
LS_00543,1,44_78,train,80.54171514511108,7.144201278686523,662.2448120117188,22.482891082763672
LS_00545,1,45_79,train,80.55671934423776,7.152458190917969,499.05126953125,6.297738075256348
LS_00546,1,45_79,train,80.55005232493082,7.155225753784179,755.5982055664062,30.69904136657715
LS_00547,1,44_79,train,80.54162543160575,7.184303283691406,687.3143310546875,19.70780372619629
LS_00549,1,44_79,train,80.53565002716694,7.186132431030273,585.899658203125,17.208097457885742
LS_00553,1,44_79,train,80.53138219393216,7.17323112487793,392.8304138183594,19.052339553833008
LS_00554,1,44_80,train,80.5445146220071,7.240501403808594,592.2661743164062,19.67466926574707
LS_00555,1,44_79,train,80.51682207319472,7.228322982788086,361.45556640625,18.800437927246094
LS_00556,1,44_79,train,80.50757722854614,7.213836669921875,446.1672973632813,27.48830795288086
LS_00557,1,44_79,train,80.5027644057013,7.219661293495024,451.30999755859375,30.96984100341797
LS_00558,1,44_80,train,80.47463130950928,7.286098480224609,340.9638671875,24.534748077392575
LS_00559,1,44_80,train,80.4793062210083,7.294301986694336,592.78515625,17.14508819580078
LS_00560,1,44_80,train,80.47703239473401,7.299944243295888,605.63916015625,21.505346298217773
LS_00561,1,44_80,train,80.46704750061035,7.308248519897461,592.0499267578125,29.4152946472168
LS_00563,1,44_80,train,80.48981778761919,7.312150955200195,439.1456909179688,26.202342987060547
LS_00565,1,44_80,train,80.49958923127916,7.308341979980469,611.2980346679688,21.744258880615234
LS_00566,1,43_81,test,80.42170492808023,7.348995208740234,196.2296600341797,17.557891845703125
LS_00567,1,43_81,test,80.41574340396457,7.351896286010742,136.90728759765625,14.507537841796877
LS_00568,1,43_81,test,80.410209514878,7.377836227416992,236.37478637695312,18.610769271850582
LS_00569,1,43_81,test,80.41974547931126,7.399856567382813,199.3820343017578,14.69771957397461
LS_00570,1,43_81,test,80.41955500004383,7.383712265528583,150.15362548828125,15.968267440795898
LS_00571,1,43_81,test,80.40824728012085,7.413234710693359,431.5563354492188,21.465301513671875
LS_00572,1,43_82,train,80.40708285630352,7.419260025024414,370.82757568359375,23.67926406860352
LS_00574,1,43_82,train,80.41882010868618,7.425264358520508,377.9105529785156,28.55298614501953
LS_00575,1,43_82,train,80.41871121724446,7.438764572143555,265.8339233398437,22.16279983520508
LS_00578,1,43_82,train,80.41388151380751,7.447751998901367,266.8792724609375,19.67790412902832
LS_00580,1,43_82,train,80.40353965759277,7.450004577636719,224.11370849609372,16.25
LS_00582,1,43_81,test,80.39831209182739,7.405426025390624,346.0717468261719,19.50577545166016
LS_00584,1,43_81,test,80.41796389493075,7.406587600708008,294.58740234375,17.94744873046875
LS_00587,1,43_82,train,80.43477401733398,7.422859191894532,206.8201141357422,11.665719985961914
LS_00590,1,46_78,val,80.71396479887122,7.097555160522461,1962.7374267578125,23.5610294342041
LS_00592,1,46_78,val,80.68941446940104,7.112661361694336,1351.162841796875,20.87672233581543
LS_00596,1,46_78,val,80.71424039204916,7.113895416259766,1530.85009765625,20.108760833740234
LS_00597,1,46_78,val,80.70824599266052,7.114147186279297,1491.806396484375,13.298534393310549
LS_00598,1,46_78,val,80.72340461186,7.104339599609375,1823.003662109375,24.182159423828125
LS_00600,1,46_78,val,80.72545659542084,7.131608963012695,1203.1109619140625,20.417919158935547
LS_00601,1,46_78,val,80.70618335125312,7.057876894741186,1267.96484375,18.40768241882324
LS_00603,1,46_77,train,80.69694232860934,6.966331481933594,2084.080078125,18.96784019470215
LS_00614,1,46_76,train,80.69082570075989,6.959262847900391,1633.592529296875,34.92315673828125
LS_00616,1,46_77,train,80.69813251495361,6.982725143432617,1874.72021484375,17.859886169433594
LS_00617,1,46_77,train,80.69887948036194,6.990184783935548,1677.33740234375,16.038278579711914
LS_00618,1,46_77,train,80.6915205001831,6.978525161743164,1916.2884521484373,18.98996353149414
LS_00624,1,46_77,train,80.68851238886515,6.970615386962891,1956.294189453125,27.64520835876465
LS_00627,1,46_77,train,80.68063749116043,6.972019195556641,1845.71533203125,28.173858642578125
LS_00629,1,46_77,train,80.67468917269667,6.971042633056641,1717.214111328125,33.3500862121582
LS_00630,1,46_77,train,80.659035382952,6.980684280395508,1365.166748046875,16.86542510986328
LS_00632,1,45_76,test,80.63629544453153,6.920558929443359,1481.78076171875,16.79765510559082
LS_00633,1,43_77,train,80.3853660583496,7.00132942199707,109.09547424316406,19.17466735839844
LS_00635,1,47_84,train,80.75893676752187,7.610076083293343,409.9260559082031,17.63016128540039
LS_00636,1,47_83,train,80.78824440638223,7.583492279052734,424.2164916992188,25.97735023498535
LS_00638,1,47_83,train,80.76516990661621,7.578369140624999,423.708251953125,17.86456298828125
LS_00642,1,47_83,train,80.77593358357748,7.551660537719727,531.075439453125,17.27212905883789
LS_00643,1,47_83,train,80.75072202512196,7.539272308349609,781.4638061523438,9.63816261291504
LS_00648,1,47_83,train,80.76921281004263,7.525251388549805,829.8074951171875,30.956275939941406
LS_00654,1,47_83,train,80.7782429854075,7.519775390625,823.9073486328125,22.523948669433597
LS_00656,1,47_82,train,80.76683289664132,7.499721527099609,833.859619140625,19.201635360717773
LS_00663,1,47_82,train,80.80828971332974,7.5079345703125,503.2032165527344,17.6197509765625
LS_00664,1,48_83,val,80.82964587211609,7.528877258300781,405.02197265625,13.715378761291504
LS_00665,1,47_83,train,80.81823938914707,7.509019851684569,671.4676513671875,18.84444236755371
LS_00668,1,47_82,train,80.81822766198053,7.500040054321289,641.5439453125,21.26094436645508
LS_00669,1,48_82,test,80.82372177668981,7.504903793334961,577.9957885742188,20.643693923950195
LS_00674,1,48_82,test,80.82993638515472,7.506071090698242,402.4107666015625,17.942472457885742
LS_00677,1,47_82,train,80.80878591092343,7.49390417722813,918.2355346679688,22.37551498413086
LS_00681,1,47_82,train,80.81592750549316,7.493194580078125,662.0699462890625,19.4362850189209
