landslide_id,label,status,terrain_tif,contour_png,elev_mean,elev_min,elev_max,relief_m,slope_mean,slope_max,slope_p90,curv_mean,curv_std
LS_00089,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00089.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00089.png,1050.2548828125,878.7861328125,1354.8382568359375,476.0521240234375,29.469640731811523,58.73706817626953,42.51313781738281,0.01376231387257576,0.966372549533844
LS_00092,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00092.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00092.png,239.1280517578125,182.60177612304688,315.59075927734375,132.98898315429688,11.616358757019043,37.39531326293945,25.30265235900879,0.009180424734950066,0.5172058939933777
LS_00093,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00093.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00093.png,581.6474609375,487.4234924316406,676.2079467773438,188.78445434570312,20.09113311767578,34.28587341308594,26.62990951538086,0.030998770147562027,0.7462846636772156
LS_00094,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00094.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00094.png,541.3896484375,421.5285339355469,687.8500366210938,266.3215026855469,24.491680145263672,52.61640930175781,33.305442810058594,-0.01579839549958706,1.0710134506225586
LS_00098,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00098.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00098.png,778.0665283203125,625.9789428710938,999.7553100585938,373.7763671875,25.623126983642578,51.580284118652344,37.755558013916016,-0.00743180513381958,1.005155324935913
LS_00100,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00100.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00100.png,638.021240234375,512.8887939453125,816.411376953125,303.5225830078125,23.19974708557129,40.41661071777344,32.737464904785156,-0.05156203359365463,0.9636953473091125
LS_00102,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00102.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00102.png,503.55462646484375,392.7098693847656,670.1849975585938,277.4751281738281,24.950517654418945,49.47283172607422,34.99163818359375,0.07501685619354248,0.941789984703064
LS_00104,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00104.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00104.png,723.9790649414062,471.5018310546875,1001.9215087890625,530.419677734375,32.914390563964844,55.01383590698242,43.234046936035156,0.06467139720916748,1.2910106182098389
LS_00112,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00112.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00112.png,339.4340515136719,264.0354919433594,483.3826904296875,219.34719848632812,20.483348846435547,38.987186431884766,30.60944366455078,-0.014283604919910431,0.8095128536224365
LS_00113,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00113.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00113.png,868.2039794921875,765.9778442382812,1106.40673828125,340.42889404296875,20.573711395263672,48.165157318115234,37.37632369995117,0.0005316697061061859,0.9041063785552979
LS_00117,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00117.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00117.png,733.8302612304688,605.7935180664062,959.3653564453125,353.57183837890625,28.84231185913086,53.06180191040039,40.772911071777344,0.06987318396568298,1.1789079904556274
LS_00126,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00126.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00126.png,926.6143798828125,627.2102661132812,1189.2890625,562.0787963867188,32.803611755371094,57.24561309814453,49.904541015625,-0.12737691402435303,1.4415102005004883
LS_00134,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00134.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00134.png,419.7691650390625,328.8195495605469,526.9219360351562,198.10238647460938,19.19854736328125,42.1234016418457,29.466114044189453,0.03593935817480087,0.6964473128318787
LS_00135,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00135.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00135.png,507.177001953125,332.10546875,725.9591674804688,393.85369873046875,27.72357940673828,49.78872299194336,41.47834014892578,-0.027976976707577705,0.9675678014755249
LS_00138,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00138.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00138.png,650.9949951171875,519.3388061523438,785.7398681640625,266.40106201171875,25.421356201171875,39.43545913696289,33.863555908203125,0.009253408759832382,0.9017177224159241
LS_00146,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00146.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00146.png,705.52880859375,560.9051513671875,824.560546875,263.6553955078125,27.464597702026367,54.64682388305664,39.97591018676758,-0.03214951232075691,1.1160880327224731
LS_00152,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00152.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00152.png,1060.8072509765625,842.8221435546875,1266.0679931640625,423.245849609375,34.24089813232422,57.242759704589844,49.01659393310547,0.09361009299755096,1.5652283430099487
LS_00153,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00153.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00153.png,952.3628540039062,823.05712890625,1093.723876953125,270.666748046875,25.51590347290039,53.161293029785156,41.10287094116211,0.07271188497543335,1.1449052095413208
LS_00159,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00159.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00159.png,1025.7620849609375,994.5509033203125,1076.140625,81.5897216796875,10.56362247467041,31.62969970703125,17.816802978515625,-0.0033573321998119354,0.6861573457717896
LS_00160,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00160.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00160.png,1193.3828125,1047.06640625,1412.012451171875,364.946044921875,25.886051177978516,51.66575241088867,45.376914978027344,-0.04980864375829697,0.9403581023216248
LS_00163,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00163.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00163.png,540.409423828125,428.2959289550781,621.4944458007812,193.19851684570312,17.28419303894043,30.641103744506836,25.780338287353516,0.04864412546157837,0.5169516205787659
LS_00165,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00165.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00165.png,1185.7989501953125,1068.192138671875,1346.4036865234375,278.2115478515625,21.889469146728516,50.002933502197266,35.868370056152344,-0.00520005077123642,1.0993210077285767
LS_00168,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00168.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00168.png,849.3441162109375,686.0471801757812,1088.1685791015625,402.12139892578125,27.515926361083984,66.96485900878906,43.708251953125,0.048236630856990814,1.1232916116714478
LS_00169,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00169.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00169.png,683.4674072265625,517.9431762695312,813.4429321289062,295.499755859375,24.688644409179688,49.22805404663086,36.1241455078125,0.10381726175546646,1.086848497390747
LS_00170,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00170.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00170.png,532.7166748046875,445.44097900390625,666.2871704101562,220.84619140625,19.330707550048828,54.06533432006836,33.46222686767578,0.11684563755989075,0.8786674737930298
LS_00173,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00173.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00173.png,1161.60400390625,894.6163940429688,1447.216064453125,552.5996704101562,40.61866760253906,64.72468566894531,50.69256591796875,-0.0323968231678009,1.3987430334091187
LS_00176,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00176.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00176.png,771.54638671875,654.6831665039062,929.0213623046875,274.33819580078125,19.714279174804688,50.85041809082031,33.741424560546875,0.003291025757789612,0.7650839686393738
LS_00180,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00180.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00180.png,969.9901123046875,838.1403198242188,1165.20166015625,327.06134033203125,25.437255859375,57.614444732666016,44.400638580322266,-0.03310929983854294,0.9326395988464355
LS_00184,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00184.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00184.png,212.76727294921875,159.65045166015625,287.04876708984375,127.3983154296875,16.014375686645508,36.547428131103516,24.961498260498047,-0.009351320564746857,0.767667829990387
LS_00185,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00185.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00185.png,844.0780639648438,635.970947265625,930.59765625,294.626708984375,22.979854583740234,47.7952766418457,33.55005645751953,-0.040781419724226,1.0002309083938599
LS_00189,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00189.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00189.png,802.9229736328125,779.0429077148438,850.0601196289062,71.0172119140625,9.618175506591797,23.082462310791016,16.726009368896484,0.005775444209575653,0.4565829932689667
LS_00190,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00190.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00190.png,1243.596435546875,1122.968505859375,1338.4822998046875,215.5137939453125,20.734176635742188,45.54446792602539,32.86444854736328,-0.004812464118003845,0.8575150966644287
LS_00192,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00192.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00192.png,1264.689697265625,1093.80712890625,1346.3193359375,252.51220703125,22.239303588867188,43.90147399902344,35.12541961669922,-0.049076639115810394,0.8104386329650879
LS_00197,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00197.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00197.png,740.678955078125,662.2228393554688,869.1773071289062,206.9544677734375,21.325855255126953,43.524681091308594,32.58857727050781,0.0019266866147518158,0.9747602343559265
LS_00200,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00200.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00200.png,580.34033203125,415.1353759765625,754.7711181640625,339.6357421875,26.484325408935547,43.31673812866211,35.88884353637695,0.0023932717740535736,0.7687474489212036
LS_00202,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00202.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00202.png,365.7185974121094,242.32330322265625,542.7398071289062,300.41650390625,23.972434997558594,45.799415588378906,32.162879943847656,0.09352874010801315,0.6320458650588989
LS_00204,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00204.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00204.png,250.09149169921875,227.24105834960938,281.4712219238281,54.23016357421875,9.623868942260742,24.48724365234375,16.32061767578125,-0.03302536904811859,0.5999103784561157
LS_00210,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00210.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00210.png,704.861083984375,569.2925415039062,856.9674682617188,287.6749267578125,22.570087432861328,39.57809829711914,33.064781188964844,0.06661271303892136,0.7802916765213013
LS_00211,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00211.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00211.png,575.261474609375,442.1531982421875,761.6723022460938,319.51910400390625,21.378660202026367,40.16511535644531,29.453475952148438,0.08089736849069595,0.7728613615036011
LS_00213,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00213.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00213.png,807.0706176757812,728.2098999023438,901.7686157226562,173.5587158203125,16.59548568725586,49.74880599975586,30.816944122314453,0.05624174326658249,0.9963444471359253
LS_00215,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00215.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00215.png,985.1773681640625,887.9967041015625,1089.5523681640625,201.5556640625,20.073244094848633,47.29323959350586,35.75349426269531,0.002611164003610611,0.915418803691864
LS_00217,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00217.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00217.png,726.68896484375,629.5726928710938,881.2135009765625,251.64080810546875,24.220378875732422,52.34065628051758,40.647926330566406,0.06891080737113953,1.164092779159546
LS_00218,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00218.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00218.png,594.1536865234375,477.56671142578125,728.5488891601562,250.982177734375,22.343828201293945,49.18763732910156,34.068092346191406,-0.04795079678297043,0.9901390075683594
LS_00219,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00219.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00219.png,767.2518310546875,599.7594604492188,982.8067626953125,383.04730224609375,27.36682891845703,51.610626220703125,42.665771484375,0.0011801309883594513,0.8155866265296936
LS_00220,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00220.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00220.png,1065.4598388671875,980.6809692382812,1180.6724853515625,199.99151611328125,17.785476684570312,46.12787628173828,32.365501403808594,-0.0002695135772228241,0.765151858329773
LS_00221,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00221.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00221.png,918.2991943359375,838.8607788085938,1017.7988891601562,178.9381103515625,15.720078468322754,47.23552322387695,32.80231857299805,0.04215589910745621,0.8212010860443115
LS_00223,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00223.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00223.png,759.1444091796875,696.1223754882812,801.5175170898438,105.3951416015625,16.245725631713867,38.78968048095703,27.710994720458984,0.047734152525663376,0.7745703458786011
LS_00226,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00226.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00226.png,1031.918212890625,968.0494384765625,1105.9349365234375,137.885498046875,14.788917541503906,36.28508377075195,22.442543029785156,0.014853853732347488,0.6925331354141235
LS_00227,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00227.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00227.png,1018.3877563476562,828.4290161132812,1251.1556396484375,422.72662353515625,27.256717681884766,55.587833404541016,45.02153015136719,-0.0522056519985199,1.0441800355911255
LS_00230,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00230.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00230.png,935.3710327148438,763.9769897460938,1145.6573486328125,381.68035888671875,28.7762451171875,50.550559997558594,42.21630859375,-0.12995490431785583,1.0256720781326294
LS_00232,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00232.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00232.png,911.9581298828125,761.1285400390625,1068.1881103515625,307.0595703125,22.09134292602539,46.594669342041016,34.418174743652344,0.02315722405910492,0.6588510274887085
LS_00233,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00233.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00233.png,833.302490234375,702.7598266601562,945.20751953125,242.44769287109375,18.485946655273438,44.5460319519043,36.78272247314453,-0.061710577458143234,0.9045781493186951
LS_00235,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00235.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00235.png,1074.999267578125,970.7261352539062,1247.5501708984375,276.82403564453125,20.141647338867188,45.546043395996094,36.35169982910156,-0.03873065859079361,0.7625988125801086
LS_00239,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00239.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00239.png,1231.98681640625,1045.7698974609375,1369.8106689453125,324.040771484375,27.556245803833008,47.123104095458984,41.55656433105469,-0.0051322877407073975,1.003048062324524
LS_00240,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00240.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00240.png,1168.8924560546875,1006.5526733398438,1395.57958984375,389.02691650390625,27.275367736816406,54.15740966796875,42.912506103515625,0.04121086373925209,1.071042776107788
LS_00244,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00244.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00244.png,1270.3177490234375,1160.553466796875,1382.3358154296875,221.7823486328125,19.451175689697266,43.981781005859375,28.244083404541016,0.006529703736305237,0.9912158250808716
LS_00245,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00245.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00245.png,903.4423828125,786.9213256835938,1053.912841796875,266.99151611328125,23.723072052001953,41.72369384765625,33.89992141723633,0.0443129725754261,1.0849181413650513
LS_00247,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00247.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00247.png,818.14794921875,761.4060668945312,1005.15380859375,243.74774169921875,16.619964599609375,33.603912353515625,28.622644424438477,0.03992333263158798,0.6100516319274902
LS_00250,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00250.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00250.png,810.948486328125,646.9370727539062,970.6610107421875,323.72393798828125,25.544288635253906,37.20731735229492,31.89873504638672,0.08900154381990433,0.805141270160675
LS_00251,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00251.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00251.png,1030.7373046875,890.376953125,1159.577880859375,269.200927734375,19.523244857788086,34.042724609375,27.869998931884766,0.05319620296359062,0.7716509103775024
LS_00253,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00253.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00253.png,980.484619140625,877.4112548828125,1183.243408203125,305.8321533203125,22.331256866455078,44.15788269042969,34.23448944091797,0.12235327064990997,0.7817816734313965
LS_00256,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00256.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00256.png,683.3167724609375,521.0299682617188,893.2134399414062,372.1834716796875,31.133541107177734,59.372230529785156,47.25379180908203,0.07312396913766861,1.0419732332229614
LS_00257,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00257.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00257.png,434.9708251953125,345.3179626464844,542.746826171875,197.42886352539062,21.08765411376953,42.96910095214844,33.71255874633789,0.04681064561009407,0.8222255110740662
LS_00258,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00258.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00258.png,480.88323974609375,360.2292175292969,636.7619018554688,276.5326843261719,25.17391586303711,49.7716178894043,36.1705322265625,0.027724824845790863,0.8953075408935547
LS_00259,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00259.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00259.png,366.4659423828125,296.3765563964844,503.22283935546875,206.84628295898438,20.415878295898438,43.34581756591797,31.992202758789062,0.0713745504617691,0.802777886390686
LS_00264,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00264.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00264.png,1596.56298828125,1479.0108642578125,1720.6270751953125,241.6162109375,17.82149887084961,37.0506477355957,26.597370147705078,-0.00022652745246887207,0.6126381158828735
LS_00269,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00269.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00269.png,1568.0675048828125,1346.0755615234375,1650.071044921875,303.9954833984375,22.59697914123535,56.450767517089844,39.41869354248047,0.0004817396402359009,1.0252976417541504
LS_00273,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00273.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00273.png,1533.601318359375,1385.2852783203125,1664.7994384765625,279.51416015625,23.040977478027344,57.2221565246582,49.08135986328125,-0.012915588915348053,1.0870389938354492
LS_00275,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00275.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00275.png,1564.4625244140625,1421.9727783203125,1701.033203125,279.0604248046875,21.364816665649414,45.120140075683594,35.67957305908203,0.06645877659320831,0.8512704372406006
LS_00277,1,success,E:\LandSlide-Prediction\data\terrain\patches\LS_00277.tif,E:\LandSlide-Prediction\data\terrain\contours\LS_00277.png,1365.1070556640625,1229.2396240234375,1561.0430908203125,331.803466796875,27.484575271606445,52.91220474243164,45.489261627197266,0.058554671704769135,0.9742390513420105
